ir_quality,temperature,humidity,methane,Smoke
90,59,3,59,1
39,45,27,11,0
61,69,3,68,1
38,39,17,15,0
39,43,20,15,0
49,44,22,8,0
76,62,5,59,1
93,90,4,45,1
40,43,14,14,0
53,92,3,42,1
98,78,3,67,1
71,90,2,68,1
1,25,63,6,0
44,35,26,13,0
87,86,2,56,1
81,55,4,49,1
43,38,28,8,0
47,50,17,7,0
97,96,3,51,1
42,45,12,8,0
83,97,5,59,1
95,54,4,56,1
93,66,4,57,1
39,35,10,9,0
71,62,4,66,1
83,57,5,68,1
71,73,4,42,1
77,92,5,40,1
12,21,59,7,0
61,96,3,70,1
55,58,5,50,1
97,78,2,43,1
39,40,28,10,0
84,65,5,55,1
65,97,4,46,1
40,48,28,8,0
90,96,5,40,1
63,51,3,67,1
68,85,3,70,1
51,80,3,64,1
57,61,5,66,1
40,49,16,13,0
89,62,3,66,1
77,68,2,50,1
62,67,5,49,1
96,53,3,54,1
67,61,4,65,1
40,44,16,11,0
48,48,19,12,0
14,25,81,4,0
79,59,3,41,1
67,76,4,51,1
80,65,5,59,1
68,95,4,60,1
61,84,4,56,1
14,27,66,5,0
46,45,30,7,0
81,85,5,65,1
60,85,5,51,1
50,76,2,40,1
49,49,35,15,0
100,72,5,59,1
91,76,2,62,1
90,72,5,45,1
38,45,12,14,0
37,43,23,14,0
70,64,4,70,1
97,83,5,52,1
37,39,35,10,0
93,86,3,44,1
77,96,5,48,1
42,38,14,8,0
68,90,4,59,1
44,38,11,9,0
57,56,4,64,1
43,48,23,9,0
78,78,2,60,1
60,98,5,59,1
55,84,3,48,1
39,41,32,12,0
62,84,3,53,1
96,68,5,52,1
96,80,2,55,1
60,93,5,68,1
14,25,73,4,0
69,53,5,44,1
98,55,2,53,1
72,86,5,62,1
5,25,79,3,0
87,89,2,46,1
78,67,2,68,1
78,83,5,43,1
67,83,2,66,1
62,67,2,63,1
76,86,3,67,1
63,55,3,40,1
44,47,20,11,0
83,81,2,49,1
2,21,65,5,0
98,72,4,56,1
51,96,5,48,1
43,37,27,15,0
79,82,5,57,1
49,43,18,12,0
52,54,2,47,1
47,45,11,9,0
43,45,22,10,0
99,85,5,66,1
92,60,5,57,1
56,85,3,50,1
99,90,2,53,1
54,99,2,66,1
5,20,50,4,0
75,86,2,56,1
67,54,4,49,1
66,95,5,42,1
69,93,3,44,1
9,28,53,4,0
9,23,63,1,0
43,34,21,7,0
97,79,2,51,1
91,96,2,46,1
0,24,82,5,0
59,88,3,40,1
95,78,2,61,1
95,90,2,48,1
42,47,21,7,0
9,20,53,4,0
38,43,13,9,0
88,54,2,44,1
76,97,4,50,1
4,22,76,3,0
49,39,24,13,0
82,56,5,52,1
15,24,66,1,0
52,61,5,51,1
57,55,2,67,1
67,75,4,44,1
93,79,4,43,1
83,61,2,41,1
41,40,34,12,0
45,44,19,14,0
46,41,35,12,0
95,74,5,66,1
10,25,54,6,0
75,83,2,55,1
74,81,2,57,1
97,74,5,63,1
90,69,3,42,1
52,80,5,46,1
90,70,4,70,1
37,36,16,11,0
68,63,2,46,1
66,76,5,57,1
83,57,2,57,1
71,76,3,45,1
52,51,4,59,1
71,87,3,45,1
92,82,4,53,1
88,60,3,52,1
48,35,13,7,0
53,58,2,60,1
13,28,68,0,0
46,46,25,11,0
57,67,3,43,1
65,93,3,47,1
71,64,4,57,1
2,26,75,4,0
73,91,5,56,1
41,49,29,8,0
91,95,3,62,1
74,83,4,67,1
72,94,3,40,1
80,84,3,63,1
89,75,3,65,1
70,65,2,58,1
83,92,5,55,1
57,70,3,63,1
7,30,63,4,0
57,76,2,57,1
97,95,2,62,1
3,23,72,7,0
61,81,4,45,1
46,31,19,11,0
39,31,16,8,0
41,48,17,8,0
71,84,3,53,1
10,22,56,3,0
82,64,3,42,1
61,91,5,40,1
40,37,21,13,0
61,57,5,55,1
49,35,15,10,0
43,47,24,9,0
42,45,30,13,0
40,34,20,12,0
39,48,15,8,0
12,27,81,6,0
52,77,2,69,1
97,81,3,54,1
80,93,5,54,1
67,95,4,46,1
77,66,2,48,1
92,82,5,48,1
94,67,3,48,1
79,82,5,64,1
100,75,3,57,1
47,48,17,11,0
85,71,3,54,1
49,48,27,15,0
84,56,4,48,1
92,62,5,51,1
71,93,5,57,1
49,47,12,13,0
6,25,71,6,0
46,42,31,15,0
49,43,12,11,0
38,42,13,12,0
94,84,2,63,1
69,74,5,53,1
78,81,2,60,1
72,90,2,63,1
62,92,4,64,1
42,32,11,11,0
50,97,3,66,1
83,85,3,63,1
50,98,3,47,1
74,95,5,65,1
39,34,23,9,0
52,71,3,59,1
70,89,2,45,1
95,79,4,53,1
37,49,34,15,0
82,71,3,70,1
1,21,76,1,0
45,48,12,13,0
40,44,16,8,0
56,97,5,46,1
39,34,24,12,0
99,85,3,66,1
38,49,22,15,0
6,20,71,5,0
86,63,2,69,1
87,61,3,61,1
83,88,5,42,1
85,77,5,67,1
91,81,4,40,1
11,20,77,7,0
49,41,20,14,0
51,57,5,65,1
12,21,65,6,0
5,20,85,5,0
44,31,19,11,0
36,34,15,11,0
51,93,4,43,1
86,54,4,55,1
85,80,3,59,1
97,66,2,40,1
100,52,5,49,1
89,96,3,65,1
65,78,2,48,1
61,55,4,64,1
63,93,3,52,1
80,85,5,68,1
59,84,2,70,1
99,100,2,64,1
2,29,64,0,0
74,85,2,43,1
9,20,63,6,0
100,76,5,42,1
45,32,27,12,0
51,72,3,49,1
13,20,63,0,0
61,68,4,55,1
86,57,2,68,1
48,41,32,8,0
91,63,2,69,1
58,94,2,54,1
58,79,5,64,1
79,51,4,66,1
52,80,2,60,1
76,60,3,53,1
44,37,17,12,0
57,56,2,52,1
95,77,2,47,1
3,23,52,3,0
80,74,4,51,1
54,58,4,58,1
52,77,3,65,1
71,54,2,47,1
42,43,12,8,0
68,85,4,44,1
43,37,31,13,0
82,89,4,70,1
76,51,3,64,1
71,54,2,56,1
56,56,4,40,1
53,73,5,41,1
73,81,5,52,1
39,49,20,13,0
55,97,4,64,1
92,81,2,44,1
1,30,78,7,0
37,44,11,13,0
99,70,4,59,1
40,40,31,14,0
65,67,2,40,1
85,64,2,47,1
76,73,5,44,1
74,75,2,67,1
36,50,16,12,0
1,27,81,7,0
43,32,15,10,0
48,32,22,9,0
70,58,3,58,1
99,69,3,50,1
14,23,51,7,0
46,33,22,7,0
11,25,64,3,0
91,66,4,46,1
0,26,81,2,0
59,55,5,43,1
57,98,2,59,1
49,39,24,12,0
48,44,20,12,0
66,90,5,62,1
49,41,31,7,0
15,23,80,1,0
43,44,13,9,0
52,58,2,69,1
9,25,54,0,0
85,71,2,50,1
82,73,5,49,1
42,49,13,8,0
87,87,4,61,1
83,67,2,66,1
4,21,77,2,0
74,71,2,66,1
36,32,27,8,0
0,30,63,1,0
39,41,18,15,0
96,59,4,69,1
0,24,80,2,0
52,93,5,60,1
40,37,25,13,0
13,25,62,0,0
56,65,2,43,1
62,93,5,57,1
0,23,80,6,0
6,25,76,0,0
93,94,5,52,1
80,77,2,51,1
97,54,4,54,1
51,68,5,43,1
48,43,32,14,0
36,37,18,11,0
35,34,20,9,0
82,86,4,64,1
85,96,5,67,1
86,88,3,50,1
88,51,4,51,1
45,38,15,13,0
50,96,4,48,1
79,71,4,40,1
53,77,4,46,1
86,74,3,61,1
75,82,4,66,1
40,45,16,8,0
82,80,3,45,1
77,71,5,42,1
38,32,18,13,0
85,56,3,45,1
90,99,5,68,1
0,22,84,3,0
40,34,12,7,0
60,70,5,63,1
100,86,5,41,1
98,80,2,40,1
57,83,4,41,1
57,95,2,55,1
48,37,22,8,0
47,31,11,8,0
88,76,3,67,1
57,84,3,53,1
93,69,3,62,1
43,37,32,14,0
43,36,33,7,0
59,88,4,44,1
54,75,3,60,1
57,63,4,42,1
10,30,61,3,0
88,99,4,54,1
72,63,5,50,1
84,55,5,52,1
11,20,57,3,0
84,68,3,62,1
85,86,2,49,1
84,52,5,60,1
12,29,53,0,0
53,97,4,57,1
85,51,3,55,1
45,31,29,11,0
41,40,34,9,0
71,51,3,63,1
76,99,4,63,1
59,83,5,55,1
56,64,5,47,1
53,85,3,50,1
64,91,4,68,1
2,28,70,6,0
100,68,3,58,1
11,22,55,7,0
52,84,5,50,1
63,72,5,49,1
71,69,3,41,1
97,85,3,55,1
1,23,69,1,0
94,57,4,52,1
58,56,4,56,1
37,37,10,7,0
81,58,3,47,1
46,45,18,13,0
43,49,21,12,0
99,77,2,41,1
9,21,65,2,0
99,90,2,66,1
47,48,20,8,0
43,38,10,15,0
37,35,23,7,0
76,89,2,53,1
11,23,54,6,0
68,79,5,59,1
81,63,2,48,1
55,84,2,53,1
56,100,2,48,1
71,94,3,65,1
7,28,67,0,0
81,57,3,44,1
95,93,5,41,1
58,92,5,58,1
37,37,26,7,0
75,77,4,50,1
60,73,2,69,1
64,68,4,51,1
58,71,4,69,1
67,66,4,47,1
74,77,2,50,1
69,95,5,57,1
83,63,2,49,1
36,33,14,9,0
2,20,50,1,0
95,58,2,59,1
37,45,31,8,0
84,99,3,59,1
55,83,4,50,1
89,74,4,67,1
8,21,50,6,0
46,47,24,10,0
81,63,4,57,1
76,60,2,43,1
65,52,2,44,1
36,41,24,14,0
92,78,5,53,1
53,81,5,46,1
4,21,77,6,0
97,54,4,54,1
87,61,3,67,1
48,45,14,11,0
91,97,2,62,1
4,22,52,1,0
50,51,3,60,1
36,33,29,11,0
5,21,56,2,0
15,27,68,1,0
54,92,5,65,1
86,73,4,60,1
7,30,51,1,0
49,45,18,10,0
82,89,3,64,1
35,48,11,12,0
48,31,21,15,0
36,37,21,11,0
76,81,4,40,1
55,70,3,53,1
90,77,4,47,1
100,80,2,63,1
4,23,57,4,0
47,44,31,11,0
47,32,30,7,0
47,46,15,15,0
62,86,3,69,1
38,33,24,13,0
11,23,68,3,0
92,87,3,63,1
85,86,3,46,1
50,97,5,43,1
52,71,2,44,1
38,44,27,10,0
92,54,2,61,1
43,37,27,8,0
42,46,12,11,0
36,45,28,8,0
53,73,3,48,1
1,27,75,2,0
4,29,66,6,0
50,99,4,56,1
44,43,34,12,0
79,75,3,60,1
56,68,4,45,1
13,29,75,4,0
58,93,4,61,1
64,63,4,61,1
84,80,3,41,1
85,72,4,53,1
52,100,2,69,1
66,81,3,48,1
7,25,65,1,0
35,48,19,11,0
67,55,4,69,1
74,87,3,55,1
91,58,2,65,1
93,79,2,50,1
7,20,79,6,0
45,34,14,13,0
35,40,29,10,0
92,73,2,58,1
61,74,2,61,1
13,21,76,1,0
60,65,2,55,1
87,76,3,45,1
85,85,2,44,1
54,94,4,47,1
37,32,21,7,0
40,31,21,13,0
68,79,3,63,1
63,94,4,62,1
62,100,3,57,1
62,66,3,45,1
93,92,4,61,1
99,70,3,43,1
61,80,2,44,1
75,68,5,68,1
57,92,3,62,1
60,72,3,64,1
1,26,56,6,0
92,55,5,65,1
94,57,5,49,1
58,62,5,42,1
14,30,77,6,0
41,47,17,11,0
63,97,3,57,1
73,66,2,60,1
60,95,2,52,1
58,53,5,50,1
86,78,5,50,1
8,24,51,1,0
4,21,70,4,0
49,31,21,13,0
3,23,85,5,0
43,47,10,13,0
39,39,30,10,0
86,62,5,51,1
62,58,3,70,1
92,72,2,48,1
59,90,2,45,1
64,58,4,42,1
37,34,35,8,0
36,45,23,10,0
54,79,3,58,1
43,33,21,13,0
67,53,5,43,1
49,34,35,7,0
48,31,34,11,0
92,96,3,50,1
66,95,5,65,1
51,51,3,64,1
59,96,5,58,1
41,44,25,8,0
5,22,71,6,0
83,56,4,59,1
88,91,2,51,1
98,67,4,50,1
52,81,5,56,1
54,78,3,59,1
85,75,3,61,1
88,77,5,62,1
99,56,5,55,1
63,72,5,52,1
98,58,3,61,1
75,64,4,41,1
77,83,3,61,1
0,29,76,3,0
68,92,5,67,1
90,57,2,62,1
41,49,34,12,0
91,64,3,64,1
41,41,11,8,0
64,66,3,69,1
46,45,29,11,0
50,79,2,54,1
9,30,71,5,0
49,43,24,15,0
11,23,51,7,0
71,95,4,54,1
46,33,31,8,0
41,45,21,7,0
12,30,73,1,0
35,49,13,15,0
45,50,27,7,0
59,51,4,48,1
83,52,3,64,1
44,32,12,12,0
98,69,3,70,1
96,56,3,65,1
35,42,20,12,0
7,29,79,7,0
9,23,56,4,0
72,84,3,58,1
54,86,3,66,1
63,63,5,50,1
62,54,4,69,1
39,39,14,14,0
38,32,19,12,0
93,84,5,66,1
2,20,53,0,0
36,43,25,13,0
44,39,27,11,0
13,25,70,6,0
39,34,25,7,0
49,33,29,9,0
94,91,4,53,1
58,58,4,69,1
74,64,3,56,1
40,38,28,12,0
46,42,10,10,0
63,88,5,44,1
63,78,5,50,1
94,75,5,69,1
38,49,17,11,0
70,67,2,44,1
97,88,4,54,1
42,43,29,10,0
65,99,5,59,1
65,91,5,68,1
91,64,5,66,1
42,32,26,9,0
38,41,16,13,0
35,41,23,9,0
4,22,68,5,0
59,93,3,50,1
44,45,14,14,0
74,75,3,48,1
43,47,26,11,0
53,76,4,62,1
61,93,4,43,1
68,65,2,57,1
50,52,3,49,1
82,52,5,52,1
50,61,4,70,1
64,96,3,45,1
94,81,2,66,1
62,61,5,43,1
57,60,2,56,1
42,39,20,7,0
3,25,70,6,0
79,97,3,66,1
43,35,28,14,0
8,27,60,4,0
58,68,4,48,1
68,54,4,53,1
73,61,3,57,1
59,58,5,50,1
15,24,68,2,0
55,71,3,61,1
60,61,5,53,1
57,75,5,61,1
89,96,2,70,1
62,58,5,47,1
50,79,5,58,1
44,38,19,13,0
38,31,26,11,0
9,22,84,6,0
81,94,3,66,1
35,41,26,8,0
74,54,3,59,1
11,25,56,2,0
85,86,2,59,1
8,22,78,5,0
98,62,2,41,1
43,39,25,14,0
10,28,81,2,0
41,36,18,10,0
65,55,2,51,1
47,39,32,11,0
43,48,23,8,0
43,39,14,15,0
100,61,4,58,1
63,54,4,65,1
93,72,4,40,1
15,26,66,3,0
77,100,2,56,1
46,35,15,10,0
62,65,5,46,1
82,58,3,68,1
68,99,3,61,1
51,98,4,66,1
51,85,4,42,1
74,97,3,43,1
85,92,3,40,1
40,42,18,9,0
89,81,5,60,1
64,83,4,70,1
49,41,13,15,0
38,42,26,7,0
100,77,2,51,1
73,78,4,59,1
42,48,25,8,0
87,52,2,52,1
12,24,79,3,0
39,32,10,9,0
56,96,2,44,1
39,49,18,14,0
86,77,4,59,1
84,56,2,53,1
91,92,3,70,1
49,39,23,8,0
57,82,4,67,1
67,92,4,62,1
88,84,5,41,1
94,89,5,49,1
64,76,4,57,1
86,69,3,63,1
92,92,5,67,1
36,45,16,10,0
59,79,3,66,1
99,57,5,45,1
8,28,79,4,0
2,28,72,4,0
53,61,4,64,1
99,63,2,63,1
4,27,79,2,0
39,37,29,8,0
47,38,12,15,0
2,28,80,3,0
78,91,5,60,1
75,52,2,60,1
60,61,2,49,1
45,34,23,14,0
39,46,29,12,0
93,61,5,66,1
85,70,4,57,1
69,71,3,54,1
99,85,4,43,1
80,85,2,62,1
59,75,4,63,1
95,80,5,46,1
57,97,4,44,1
11,23,55,4,0
38,37,27,12,0
85,90,2,44,1
76,61,4,69,1
10,22,63,6,0
99,87,3,51,1
98,61,3,60,1
98,99,3,50,1
49,50,35,15,0
98,83,3,62,1
53,90,4,45,1
85,75,3,64,1
96,87,2,68,1
52,92,4,55,1
68,94,2,43,1
77,82,2,48,1
35,43,12,9,0
36,33,19,11,0
64,71,2,49,1
56,93,3,68,1
64,98,3,42,1
59,84,5,42,1
54,88,4,60,1
80,62,4,60,1
63,82,3,57,1
78,77,5,62,1
97,65,3,63,1
35,47,21,7,0
74,72,3,41,1
35,37,30,12,0
46,34,10,11,0
42,38,14,8,0
99,98,2,67,1
77,78,4,46,1
57,65,4,59,1
41,48,31,10,0
35,42,25,14,0
66,72,2,52,1
35,46,13,10,0
36,43,10,7,0
76,87,5,63,1
68,53,5,60,1
5,25,71,6,0
93,77,5,68,1
83,75,3,45,1
12,29,75,6,0
50,84,4,51,1
42,50,14,13,0
78,56,3,46,1
78,89,3,44,1
46,34,23,7,0
15,26,67,1,0
62,66,4,55,1
15,27,83,2,0
40,32,33,7,0
73,92,3,45,1
90,73,2,44,1
47,37,19,11,0
50,89,3,55,1
94,58,4,70,1
42,38,31,12,0
55,95,4,63,1
36,35,25,7,0
61,83,5,53,1
65,60,2,68,1
53,92,2,60,1
89,52,5,69,1
79,88,2,61,1
13,27,75,4,0
5,20,71,6,0
81,73,3,66,1
65,63,3,49,1
66,66,5,64,1
99,60,4,43,1
0,25,79,0,0
14,23,67,3,0
45,44,24,7,0
72,95,2,49,1
85,53,5,45,1
49,47,20,9,0
97,89,5,67,1
15,29,81,0,0
49,47,28,13,0
80,60,2,40,1
69,96,4,64,1
83,69,3,58,1
77,62,2,58,1
46,33,22,7,0
49,47,12,15,0
37,47,14,10,0
57,82,4,46,1
60,88,5,61,1
52,53,3,61,1
57,89,2,63,1
81,85,3,55,1
15,23,62,5,0
57,71,2,68,1
78,76,2,51,1
65,51,3,60,1
47,33,25,7,0
65,66,3,59,1
100,78,4,70,1
9,30,79,3,0
5,25,76,0,0
14,28,65,5,0
41,32,32,11,0
54,82,3,43,1
67,83,3,50,1
92,80,4,68,1
51,90,4,49,1
42,49,20,14,0
42,46,31,11,0
82,92,3,51,1
78,66,3,62,1
86,89,4,67,1
50,63,2,41,1
44,48,13,7,0
98,96,3,51,1
39,34,27,14,0
55,75,5,51,1
37,43,26,11,0
98,85,4,50,1
95,67,3,59,1
60,72,5,44,1
38,42,28,11,0
4,25,76,4,0
37,33,10,13,0
92,97,3,67,1
38,34,10,8,0
100,90,4,54,1
62,75,5,47,1
78,60,3,67,1
89,90,2,65,1
61,86,2,64,1
9,21,62,7,0
96,88,4,49,1
1,27,53,1,0
48,31,23,14,0
72,81,4,60,1
12,21,56,1,0
91,53,5,45,1
70,85,2,63,1
8,21,80,4,0
73,90,4,45,1
36,40,24,10,0
51,94,5,64,1
52,98,3,70,1
99,72,3,50,1
83,67,5,50,1
38,50,21,10,0
88,79,5,54,1
97,69,3,68,1
10,25,75,3,0
40,49,15,13,0
48,31,30,8,0
78,95,2,40,1
96,51,5,50,1
45,49,12,10,0
41,49,31,8,0
95,63,2,41,1
86,90,5,46,1
88,68,3,48,1
79,84,2,40,1
89,92,3,43,1
59,72,3,46,1
49,40,30,10,0
48,39,25,9,0
53,89,5,60,1
50,80,2,64,1
41,41,19,15,0
80,72,4,65,1
43,47,21,15,0
0,21,60,7,0
11,22,70,2,0
12,28,74,7,0
71,80,3,54,1
73,93,2,45,1
64,95,2,46,1
93,90,5,45,1
13,26,76,6,0
72,98,2,51,1
64,56,4,56,1
56,60,5,44,1
3,29,55,5,0
80,92,4,52,1
47,32,21,13,0
74,68,5,61,1
66,90,4,67,1
81,70,4,40,1
46,31,33,9,0
97,71,5,56,1
66,93,4,66,1
9,26,68,0,0
75,57,4,59,1
63,52,4,52,1
65,82,2,46,1
8,25,76,0,0
3,22,61,3,0
63,61,5,59,1
0,22,51,1,0
89,53,5,52,1
5,23,60,4,0
77,85,4,44,1
100,100,4,64,1
76,68,5,53,1
60,70,5,50,1
6,20,73,5,0
56,99,4,42,1
84,68,4,47,1
46,35,33,10,0
44,32,28,13,0
70,64,3,63,1
94,67,2,48,1
69,67,2,59,1
100,87,5,42,1
41,40,13,13,0
91,73,4,58,1
40,37,24,14,0
62,81,5,62,1
89,98,5,52,1
84,94,5,51,1
39,35,22,11,0
78,85,4,40,1
13,26,57,3,0
40,38,20,10,0
80,84,4,70,1
80,55,5,65,1
88,52,3,68,1
88,85,2,41,1
93,68,4,70,1
38,39,25,8,0
91,83,3,68,1
59,78,2,54,1
91,59,2,42,1
100,55,2,69,1
67,65,5,55,1
53,67,2,61,1
85,60,2,52,1
57,78,4,60,1
14,29,83,7,0
82,79,4,51,1
59,90,2,53,1
76,88,3,42,1
0,23,58,4,0
98,72,5,42,1
68,77,4,41,1
80,98,2,55,1
42,50,20,8,0
98,59,5,41,1
100,52,2,53,1
47,50,21,9,0
68,62,5,51,1
60,88,3,58,1
76,80,4,48,1
83,82,4,46,1
48,43,25,12,0
73,87,4,52,1
36,49,15,14,0
97,87,4,64,1
48,31,33,14,0
40,42,20,10,0
71,79,4,45,1
43,31,22,15,0
86,78,3,62,1
71,57,4,70,1
62,53,4,50,1
80,71,5,63,1
89,89,5,56,1
76,73,2,61,1
85,70,5,43,1
13,25,58,2,0
68,54,4,68,1
2,26,56,6,0
81,60,2,69,1
49,34,18,11,0
99,60,5,60,1
65,52,5,55,1
38,49,14,13,0
15,29,65,3,0
47,41,15,9,0
77,91,3,45,1
76,67,2,40,1
8,28,77,1,0
98,93,2,46,1
6,24,65,3,0
75,67,5,67,1
41,47,34,14,0
89,75,4,65,1
50,80,2,59,1
86,68,5,53,1
91,58,4,66,1
41,37,26,13,0
1,29,59,7,0
73,73,4,53,1
40,49,18,13,0
36,31,31,9,0
75,62,3,60,1
46,31,28,13,0
35,44,15,14,0
56,54,3,42,1
69,81,4,55,1
54,67,5,61,1
93,79,2,46,1
3,22,84,7,0
1,26,60,5,0
98,97,2,51,1
39,33,33,7,0
49,43,15,14,0
53,98,3,46,1
83,59,4,57,1
66,96,3,54,1
75,98,2,61,1
84,65,5,48,1
9,22,59,7,0
76,53,5,53,1
3,22,65,2,0
86,57,5,46,1
49,40,29,14,0
51,99,2,57,1
87,81,3,45,1
91,79,4,44,1
40,32,10,10,0
52,78,4,56,1
83,86,5,50,1
80,58,2,58,1
78,83,3,57,1
80,64,4,62,1
44,45,11,13,0
58,66,3,42,1
81,69,2,55,1
39,49,10,12,0
38,40,13,12,0
35,50,28,9,0
49,47,19,8,0
85,91,5,41,1
70,68,3,60,1
5,21,76,2,0
51,52,4,44,1
84,95,5,49,1
78,60,3,45,1
0,28,60,6,0
91,69,3,42,1
8,27,85,3,0
88,83,5,64,1
65,56,3,55,1
54,87,2,69,1
66,79,2,52,1
36,33,15,10,0
14,26,58,7,0
65,52,3,57,1
85,63,5,53,1
82,65,3,43,1
48,44,11,10,0
12,26,64,7,0
41,46,29,11,0
58,74,3,65,1
39,32,32,11,0
38,45,12,7,0
85,88,4,64,1
88,67,5,66,1
69,94,5,41,1
35,43,28,14,0
74,89,2,42,1
100,84,5,45,1
89,76,5,60,1
49,34,12,12,0
3,30,51,4,0
72,76,2,62,1
48,38,34,12,0
39,45,16,8,0
86,78,2,40,1
85,96,2,63,1
42,47,14,12,0
46,44,24,7,0
82,89,2,63,1
96,64,4,46,1
83,93,3,50,1
48,39,29,12,0
49,37,19,8,0
49,38,19,11,0
15,27,57,1,0
76,63,3,50,1
67,55,3,64,1
36,35,22,15,0
6,20,78,4,0
93,63,3,60,1
94,83,2,45,1
57,84,3,43,1
100,78,4,42,1
15,21,56,4,0
67,60,4,48,1
48,37,23,9,0
2,20,52,7,0
75,87,4,64,1
68,60,2,47,1
92,83,4,57,1
35,35,24,15,0
13,29,66,2,0
73,57,5,44,1
71,58,4,68,1
48,38,19,10,0
14,22,78,6,0
93,64,2,47,1
43,39,15,13,0
77,72,4,62,1
73,74,4,43,1
90,80,4,51,1
65,63,5,60,1
66,67,5,48,1
99,69,4,45,1
70,67,3,54,1
38,39,10,14,0
2,25,54,1,0
5,30,50,6,0
37,34,14,10,0
94,62,3,46,1
13,29,70,3,0
67,59,4,44,1
91,90,3,70,1
43,40,32,10,0
37,50,14,7,0
0,23,58,0,0
83,85,3,44,1
46,42,26,11,0
49,40,13,15,0
75,97,4,66,1
0,25,75,6,0
74,59,3,41,1
54,83,2,53,1
91,97,2,40,1
93,94,3,40,1
35,44,20,15,0
53,96,4,51,1
89,66,3,70,1
60,53,3,57,1
12,22,57,2,0
69,90,5,64,1
57,95,5,68,1
37,42,22,8,0
89,91,4,60,1
73,78,3,70,1
0,29,69,5,0
54,64,5,40,1
99,65,3,62,1
45,33,25,14,0
10,23,59,4,0
51,88,3,55,1
75,55,4,70,1
66,71,4,60,1
48,47,20,14,0
39,47,20,10,0
70,91,5,57,1
43,49,15,10,0
92,66,5,55,1
85,56,3,53,1
75,91,3,48,1
37,47,24,9,0
46,46,35,10,0
0,22,67,4,0
73,75,5,64,1
37,39,15,9,0
56,76,4,62,1
86,57,3,51,1
69,80,3,47,1
85,75,3,56,1
58,77,3,57,1
85,89,4,40,1
50,55,4,51,1
75,92,3,66,1
81,51,3,54,1
88,70,4,56,1
64,99,4,60,1
50,58,2,40,1
99,90,5,68,1
83,58,3,59,1
57,92,4,48,1
91,91,4,61,1
74,92,3,53,1
62,84,3,53,1
13,22,80,4,0
71,79,4,52,1
58,98,4,63,1
10,27,71,6,0
89,61,4,44,1
38,44,10,7,0
60,65,4,50,1
76,83,2,68,1
84,83,3,54,1
100,83,3,63,1
84,80,3,60,1
46,41,20,15,0
47,37,26,11,0
57,59,5,50,1
46,36,34,14,0
6,27,52,4,0
37,40,26,12,0
73,93,2,49,1
37,46,28,11,0
42,34,18,8,0
67,96,4,54,1
65,84,3,49,1
94,73,5,44,1
3,30,83,6,0
73,91,3,68,1
55,56,2,65,1
100,59,3,53,1
85,85,3,41,1
38,37,34,14,0
39,41,19,9,0
77,77,3,43,1
70,65,5,52,1
0,26,73,1,0
92,96,4,56,1
67,73,2,56,1
49,49,29,11,0
55,75,4,48,1
37,37,15,14,0
1,25,63,7,0
74,83,2,70,1
80,95,4,69,1
73,74,3,66,1
2,26,71,4,0
6,26,59,2,0
9,25,64,5,0
56,54,3,70,1
90,54,2,56,1
78,93,4,64,1
47,44,29,7,0
100,96,3,59,1
2,25,68,5,0
88,89,3,54,1
7,28,78,5,0
65,63,2,51,1
92,99,2,48,1
9,27,79,1,0
4,21,56,6,0
51,98,3,43,1
58,93,4,67,1
51,72,2,53,1
7,22,60,2,0
63,99,5,51,1
75,66,5,43,1
5,27,85,3,0
9,29,69,1,0
76,86,3,59,1
61,63,2,65,1
46,46,20,7,0
67,84,2,55,1
98,80,5,44,1
68,61,4,46,1
52,70,2,43,1
43,37,34,8,0
51,81,5,61,1
48,47,32,13,0
86,64,3,54,1
59,75,3,62,1
64,86,2,58,1
0,24,85,2,0
95,69,4,56,1
71,86,2,54,1
45,36,21,10,0
36,42,24,9,0
89,60,4,62,1
5,21,64,5,0
10,25,52,0,0
98,89,3,50,1
69,100,5,61,1
41,48,19,12,0
100,81,4,40,1
80,75,3,42,1
47,32,19,10,0
46,48,30,9,0
4,20,78,2,0
68,100,3,45,1
13,27,81,2,0
72,98,2,42,1
58,80,2,61,1
76,90,4,61,1
44,40,14,15,0
46,32,20,10,0
46,38,14,13,0
54,79,4,40,1
13,26,66,1,0
83,99,5,50,1
91,80,5,67,1
40,46,22,15,0
90,58,3,63,1
78,55,2,68,1
90,72,3,67,1
100,58,5,70,1
100,55,4,70,1
66,84,5,62,1
88,60,4,68,1
88,89,4,65,1
89,70,3,56,1
15,23,58,4,0
42,50,29,9,0
49,46,24,14,0
3,27,75,2,0
1,29,55,6,0
54,88,2,58,1
43,45,35,12,0
35,38,10,15,0
55,97,3,42,1
80,93,2,59,1
59,56,2,49,1
97,77,2,64,1
86,77,3,43,1
47,33,10,8,0
49,42,34,12,0
52,80,4,61,1
80,75,5,70,1
84,99,5,43,1
84,74,5,52,1
74,93,2,48,1
42,39,34,7,0
99,76,2,41,1
83,79,3,65,1
40,48,21,14,0
43,38,27,15,0
1,20,77,3,0
81,88,2,41,1
86,54,3,70,1
44,39,12,9,0
61,70,3,65,1
7,22,72,5,0
69,55,2,40,1
92,51,2,52,1
69,82,3,41,1
47,50,18,11,0
97,63,5,57,1
92,63,4,60,1
45,44,15,9,0
15,21,68,6,0
88,79,3,63,1
87,54,4,55,1
43,44,16,11,0
2,20,57,1,0
85,81,5,44,1
38,32,14,12,0
